,RegionID,SizeRank,Region Name,Region Type,State Name,Date Recorded,Median Sale Price,city,state_name,lat,lng
98797,395059,36,"San Jose, CA",msa,California,2023-02-28,1248333.0,San Jose,California,37.3012,-121.848
98798,394902,37,"Nashville, TN",msa,Tennessee,2023-02-28,389967.0,Nashville,Tennessee,36.1715,-86.7842
98799,395194,38,"Virginia Beach, VA",msa,Virginia,2023-02-28,282392.0,Virginia Beach,Virginia,36.7335,-76.0435
98800,395005,39,"Providence, RI",msa,Rhode Island,2023-02-28,373133.0,Providence,Rhode Island,41.823,-71.4187
98801,394714,40,"Jacksonville, FL",msa,Florida,2023-02-28,312333.0,Jacksonville,Florida,30.3322,-81.6749
98802,394862,41,"Milwaukee, WI",msa,Wisconsin,2023-02-28,240100.0,Milwaukee,Wisconsin,43.0642,-87.9675
98803,394935,42,"Oklahoma City, OK",msa,Oklahoma,2023-02-28,201667.0,Oklahoma City,Oklahoma,35.4676,-97.5136
98804,395012,43,"Raleigh, NC",msa,North Carolina,2023-02-28,381167.0,Raleigh,North Carolina,35.8324,-78.6429
98805,394849,44,"Memphis, TN",msa,Tennessee,2023-02-28,206667.0,Memphis,Tennessee,35.1087,-89.9663
98806,395022,45,"Richmond, VA",msa,Virginia,2023-02-28,300667.0,Richmond,Virginia,37.5295,-77.4756
98807,394807,46,"Louisville, KY",msa,Kentucky,2023-02-28,219000.0,Louisville,Kentucky,38.1663,-85.6485
98808,394910,47,"New Orleans, LA",msa,Louisiana,2023-02-28,252769.0,New Orleans,Louisiana,30.0687,-89.9288
98809,395053,48,"Salt Lake City, UT",msa,Utah,2023-02-28,471633.0,Salt Lake City,Utah,40.7776,-111.9311
98810,394669,49,"Hartford, CT",msa,Connecticut,2023-02-28,276950.0,Hartford,Connecticut,41.7661,-72.6834
98811,394425,50,"Buffalo, NY",msa,New York,2023-02-28,200800.0,Buffalo,New York,42.9018,-78.8487
98812,394388,51,"Birmingham, AL",msa,Alabama,2023-02-28,222183.0,Birmingham,Alabama,33.5279,-86.7971
98813,395031,52,"Rochester, NY",msa,New York,2023-02-28,180000.0,Rochester,New York,43.168,-77.6162
98814,394640,53,"Grand Rapids, MI",msa,Michigan,2023-02-28,256083.0,Grand Rapids,Michigan,42.9619,-85.6562
98815,395167,54,"Tucson, AZ",msa,Arizona,2023-02-28,311833.0,Tucson,Arizona,32.1541,-110.8787
98817,395169,56,"Tulsa, OK",msa,Oklahoma,2023-02-28,202667.0,Tulsa,Oklahoma,36.1283,-95.9042
98818,394619,57,"Fresno, CA",msa,California,2023-02-28,356000.0,Fresno,California,36.783,-119.7939
98819,395238,58,"Worcester, MA",msa,Massachusetts,2023-02-28,356333.0,Worcester,Massachusetts,42.2705,-71.8079
98820,394938,59,"Omaha, NE",msa,Nebraska,2023-02-28,238333.0,Omaha,Nebraska,41.2627,-96.0529
98821,394415,60,"Bridgeport, CT",msa,Connecticut,2023-02-28,462267.0,Bridgeport,Connecticut,41.1918,-73.1954
98822,394653,61,"Greenville, SC",msa,South Carolina,2023-02-28,264567.0,Greenville,South Carolina,34.8354,-82.3646
98823,394312,62,"Albuquerque, NM",msa,New Mexico,2023-02-28,302500.0,Albuquerque,New Mexico,35.1054,-106.6465
98824,394357,63,"Bakersfield, CA",msa,California,2023-02-28,316333.0,Bakersfield,California,35.3529,-119.0359
98825,394308,64,"Albany, NY",msa,New York,2023-02-28,263367.0,Albany,New York,42.6664,-73.7987
98826,394753,65,"Knoxville, TN",msa,Tennessee,2023-02-28,298300.0,Knoxville,Tennessee,35.9692,-83.9496
98827,394367,66,"Baton Rouge, LA",msa,Louisiana,2023-02-28,226333.0,Baton Rouge,Louisiana,30.442,-91.1311
98828,394843,67,"McAllen, TX",msa,Texas,2023-02-28,188333.0,McAllen,Texas,26.2252,-98.2467
98829,394908,68,"New Haven, CT",msa,Connecticut,2023-02-28,280000.0,New Haven,Connecticut,41.3113,-72.9246
98830,394561,69,"El Paso, TX",msa,Texas,2023-02-28,215500.0,El Paso,Texas,31.8476,-106.43
98831,394318,70,"Allentown, PA",msa,Pennsylvania,2023-02-28,262667.0,Allentown,Pennsylvania,40.5961,-75.4756
98832,394952,71,"Oxnard, CA",msa,California,2023-02-28,753333.0,Oxnard,California,34.1964,-119.1815
98833,394486,72,"Columbia, SC",msa,South Carolina,2023-02-28,218333.0,Columbia,South Carolina,34.0378,-80.9036
98834,753906,73,"North Port, FL",msa,Florida,2023-02-28,415333.0,North Port,Florida,27.0576,-82.1977
98835,845158,74,"Dayton, OH",msa,Ohio,2023-02-28,156733.0,Dayton,Ohio,39.7805,-84.2003
98836,394457,75,"Charleston, SC",msa,South Carolina,2023-02-28,362750.0,Charleston,South Carolina,32.8168,-79.9687
98837,394648,76,"Greensboro, NC",msa,North Carolina,2023-02-28,207833.0,Greensboro,North Carolina,36.0956,-79.8271
98838,395134,77,"Stockton, CA",msa,California,2023-02-28,470833.0,Stockton,California,37.9765,-121.3109
98839,394440,78,"Cape Coral, FL",msa,Florida,2023-02-28,321650.0,Cape Coral,Florida,26.6443,-81.9957
98841,394484,80,"Colorado Springs, CO",msa,Colorado,2023-02-28,418667.0,Colorado Springs,Colorado,38.8674,-104.7605
98842,394798,81,"Little Rock, AR",msa,Arkansas,2023-02-28,193333.0,Little Rock,Arkansas,34.7256,-92.3577
98843,394766,82,"Lakeland, FL",msa,Florida,2023-02-28,289483.0,Lakeland,Florida,28.0557,-81.9545
98844,394304,83,"Akron, OH",msa,Ohio,2023-02-28,161150.0,Akron,Ohio,41.0798,-81.5219
98845,394531,84,"Des Moines, IA",msa,Iowa,2023-02-28,217000.0,Des Moines,Iowa,41.5725,-93.6105
98846,395115,85,"Springfield, MA",msa,Massachusetts,2023-02-28,268667.0,Springfield,Massachusetts,42.1155,-72.5395
98847,845159,86,"Poughkeepsie, NY",msa,New York,2023-02-28,290083.0,Poughkeepsie,New York,41.695,-73.9211
98848,394931,87,"Ogden, UT",msa,Utah,2023-02-28,422500.0,Ogden,Utah,41.2279,-111.9682
98849,394816,88,"Madison, WI",msa,Wisconsin,2023-02-28,319167.0,Madison,Wisconsin,43.0822,-89.393
98851,394528,90,"Deltona, FL",msa,Florida,2023-02-28,306833.0,Deltona,Florida,28.905,-81.2137
98852,395143,91,"Syracuse, NY",msa,New York,2023-02-28,171500.0,Syracuse,New York,43.0407,-76.1437
98853,395006,92,"Provo, UT",msa,Utah,2023-02-28,482167.0,Provo,Utah,40.2457,-111.6457
98854,395160,93,"Toledo, OH",msa,Ohio,2023-02-28,123167.0,Toledo,Ohio,41.6638,-83.5827
98855,395224,94,"Wichita, KS",msa,Kansas,2023-02-28,209306.0,Wichita,Kansas,37.6895,-97.3443
98856,394549,95,"Durham, NC",msa,North Carolina,2023-02-28,346500.0,Durham,North Carolina,35.9792,-78.9022
98857,394352,96,"Augusta, GA",msa,Georgia,2023-02-28,214333.0,Augusta,Georgia,33.3645,-82.0708
98858,394957,97,"Palm Bay, FL",msa,Florida,2023-02-28,318150.0,Palm Bay,Florida,27.9631,-80.6593
98859,394711,98,"Jackson, MS",msa,Mississippi,2023-02-28,218633.0,Jackson,Mississippi,32.3157,-90.2125
98860,394666,99,"Harrisburg, PA",msa,Pennsylvania,2023-02-28,209833.0,Harrisburg,Pennsylvania,40.2752,-76.8843
98861,395113,100,"Spokane, WA",msa,Washington,2023-02-28,350000.0,Spokane,Washington,47.6671,-117.433
98862,395075,101,"Scranton, PA",msa,Pennsylvania,2023-02-28,169083.0,Scranton,Pennsylvania,41.4044,-75.6649
98863,394460,102,"Chattanooga, TN",msa,Tennessee,2023-02-28,262083.0,Chattanooga,Tennessee,35.066,-85.2481
98864,394871,103,"Modesto, CA",msa,California,2023-02-28,408667.0,Modesto,California,37.6375,-121.0028
98865,394768,104,"Lancaster, PA",msa,Pennsylvania,2023-02-28,273317.0,Lancaster,Pennsylvania,40.042,-76.3012
98866,394997,105,"Portland, ME",msa,Maine,2023-02-28,402500.0,Portland,Maine,43.6773,-70.2715
98867,395245,106,"Youngstown, OH",msa,Ohio,2023-02-28,119900.0,Youngstown,Ohio,41.0993,-80.6463
98868,394770,107,"Lansing, MI",msa,Michigan,2023-02-28,163650.0,Lansing,Michigan,42.7142,-84.5601
98869,394590,108,"Fayetteville, AR",msa,Arkansas,2023-02-28,304983.0,Fayetteville,Arkansas,36.0714,-94.1661
98870,394589,109,"Fayetteville, NC",msa,North Carolina,2023-02-28,203167.0,Fayetteville,North Carolina,35.085,-78.9772
98871,394792,110,"Lexington, KY",msa,Kentucky,2023-02-28,264500.0,Lexington,Kentucky,38.0423,-84.4587
98872,394971,111,"Pensacola, FL",msa,Florida,2023-02-28,271667.0,Pensacola,Florida,30.4413,-87.1911
98873,395068,112,"Santa Rosa, CA",msa,California,2023-02-28,711583.0,Santa Rosa,California,38.4458,-122.7067
98874,395019,113,"Reno, NV",msa,Nevada,2023-02-28,485667.0,Reno,Nevada,39.5497,-119.8483
98875,394698,114,"Huntsville, AL",msa,Alabama,2023-02-28,270617.0,Huntsville,Alabama,34.6981,-86.6412
98876,394995,115,"Port St. Lucie, FL",msa,Florida,2023-02-28,350167.0,Port St. Lucie,Florida,27.2796,-80.3884
98877,394761,116,"Lafayette, LA",msa,Louisiana,2023-02-28,200333.0,Lafayette,Louisiana,30.2082,-92.0325
98878,394898,117,"Myrtle Beach, SC",msa,South Carolina,2023-02-28,269333.0,Myrtle Beach,South Carolina,33.7094,-78.8844
98879,395116,118,"Springfield, MO",msa,Missouri,2023-02-28,233335.0,Springfield,Missouri,37.1943,-93.2916
98880,395195,119,"Visalia, CA",msa,California,2023-02-28,305000.0,Visalia,California,36.3276,-119.3269
98881,394746,120,"Killeen, TX",msa,Texas,2023-02-28,248000.0,Killeen,Texas,31.0753,-97.7297
98882,394338,121,"Asheville, NC",msa,North Carolina,2023-02-28,370133.0,Asheville,North Carolina,35.5707,-82.5537
98883,395244,122,"York, PA",msa,Pennsylvania,2023-02-28,215633.0,York,Pennsylvania,39.9651,-76.7315
98884,395183,123,"Vallejo, CA",msa,California,2023-02-28,551667.0,Vallejo,California,38.1125,-122.2342
98885,753917,124,"Santa Maria, CA",msa,California,2023-02-28,788333.0,Santa Maria,California,34.9333,-120.4431
98886,395050,125,"Salinas, CA",msa,California,2023-02-28,759983.0,Salinas,California,36.6883,-121.6317
98887,395048,126,"Salem, OR",msa,Oregon,2023-02-28,403333.0,Salem,Oregon,44.9233,-123.0244
98888,394870,127,"Mobile, AL",msa,Alabama,2023-02-28,179833.0,Mobile,Alabama,30.6782,-88.1162
98889,395015,128,"Reading, PA",msa,Pennsylvania,2023-02-28,208150.0,Reading,Pennsylvania,40.34,-75.9267
98890,394502,129,"Corpus Christi, TX",msa,Texas,2023-02-28,240911.0,Corpus Christi,Texas,27.7254,-97.3767
98891,394421,130,"Brownsville, TX",msa,Texas,2023-02-28,222308.0,Brownsville,Texas,25.9975,-97.458
98892,394820,131,"Manchester, NH",msa,New Hampshire,2023-02-28,396667.0,Manchester,New Hampshire,42.9848,-71.4447
98893,394612,132,"Fort Wayne, IN",msa,Indiana,2023-02-28,193342.0,Fort Wayne,Indiana,41.0888,-85.1436
98894,394658,133,"Gulfport, MS",msa,Mississippi,2023-02-28,195295.0,Gulfport,Mississippi,30.4274,-89.0704
98896,394596,135,"Flint, MI",msa,Michigan,2023-02-28,154300.0,Flint,Michigan,43.0236,-83.6921
98897,394972,136,"Peoria, IL",msa,Illinois,2023-02-28,119250.0,Peoria,Illinois,40.752,-89.6154
98898,394439,137,"Canton, OH",msa,Ohio,2023-02-28,144867.0,Canton,Ohio,40.8078,-81.3676
98899,395070,138,"Savannah, GA",msa,Georgia,2023-02-28,293000.0,Savannah,Georgia,32.0286,-81.1821
98900,394372,140,"Beaumont, TX",msa,Texas,2023-02-28,184632.0,Beaumont,Texas,30.0849,-94.1451
98901,395096,141,"Shreveport, LA",msa,Louisiana,2023-02-28,183731.0,Shreveport,Louisiana,32.4653,-93.7955
98902,395164,142,"Trenton, NJ",msa,New Jersey,2023-02-28,281333.0,Trenton,New Jersey,40.2237,-74.7641
98903,394875,143,"Montgomery, AL",msa,Alabama,2023-02-28,170000.0,Montgomery,Alabama,32.3482,-86.2668
98905,395146,145,"Tallahassee, FL",msa,Florida,2023-02-28,237333.0,Tallahassee,Florida,30.4551,-84.2527
98906,394576,146,"Eugene, OR",msa,Oregon,2023-02-28,417833.0,Eugene,Oregon,44.0564,-123.1174
98907,394901,147,"Naples, FL",msa,Florida,2023-02-28,555366.0,Naples,Florida,26.1504,-81.7936
98908,394332,148,"Ann Arbor, MI",msa,Michigan,2023-02-28,316002.0,Ann Arbor,Michigan,42.2759,-83.731
98909,394927,149,"Ocala, FL",msa,Florida,2023-02-28,241333.0,Ocala,Florida,29.178,-82.1511
98910,394679,150,"Hickory, NC",msa,North Carolina,2023-02-28,219250.0,Hickory,North Carolina,35.741,-81.3223
98912,394602,152,"Fort Collins, CO",msa,Colorado,2023-02-28,517417.0,Fort Collins,Colorado,40.5477,-105.0656
98913,395033,153,"Rockford, IL",msa,Illinois,2023-02-28,137633.0,Rockford,Illinois,42.2596,-89.064
98914,394796,154,"Lincoln, NE",msa,Nebraska,2023-02-28,240000.0,Lincoln,Nebraska,40.8099,-96.6784
98915,394622,155,"Gainesville, FL",msa,Florida,2023-02-28,264967.0,Gainesville,Florida,29.6804,-82.3459
98916,394405,156,"Boulder, CO",msa,Colorado,2023-02-28,688200.0,Boulder,Colorado,40.0248,-105.2524
98917,394646,157,"Green Bay, WI",msa,Wisconsin,2023-02-28,243667.0,Green Bay,Wisconsin,44.5148,-87.9895
98918,394488,158,"Columbus, GA",msa,Georgia,2023-02-28,170000.0,Columbus,Georgia,32.51,-84.8771
98919,395107,159,"South Bend, IN",msa,Indiana,2023-02-28,170667.0,South Bend,Indiana,41.6767,-86.2696
98920,395109,160,"Spartanburg, SC",msa,South Carolina,2023-02-28,222000.0,Spartanburg,South Carolina,34.9442,-81.9251
98921,394645,161,"Greeley, CO",msa,Colorado,2023-02-28,445667.0,Greeley,Colorado,40.4152,-104.7706
98922,394808,162,"Lubbock, TX",msa,Texas,2023-02-28,207083.0,Lubbock,Texas,33.5657,-101.8879
98923,394471,163,"Clarksville, TN",msa,Tennessee,2023-02-28,257483.0,Clarksville,Tennessee,36.5692,-87.3413
98924,395028,164,"Roanoke, VA",msa,Virginia,2023-02-28,227400.0,Roanoke,Virginia,37.2785,-79.9581
98925,394579,165,"Evansville, IN",msa,Indiana,2023-02-28,167500.0,Evansville,Indiana,37.9881,-87.5341
98926,394747,167,"Kingsport, TN",msa,Tennessee,2023-02-28,191250.0,Kingsport,Tennessee,36.5224,-82.5454
98927,394741,168,"Kennewick, WA",msa,Washington,2023-02-28,388317.0,Kennewick,Washington,46.1978,-119.1732
98928,395179,169,"Utica, NY",msa,New York,2023-02-28,170492.0,Utica,New York,43.0962,-75.2261
98929,394660,170,"Hagerstown, MD",msa,Maryland,2023-02-28,249367.0,Hagerstown,Maryland,39.6401,-77.7217
98930,394543,171,"Duluth, MN",msa,Minnesota,2023-02-28,194667.0,Duluth,Minnesota,46.7756,-92.1393
98931,394937,172,"Olympia, WA",msa,Washington,2023-02-28,463367.0,Olympia,Washington,47.0417,-122.8959
98932,394803,173,"Longview, TX",msa,Texas,2023-02-28,233450.0,Longview,Texas,32.5193,-94.7622
98933,395229,174,"Wilmington, NC",msa,North Carolina,2023-02-28,361733.0,Wilmington,North Carolina,34.2099,-77.8866
98934,395061,175,"San Luis Obispo, CA",msa,California,2023-02-28,776600.0,San Luis Obispo,California,35.2669,-120.669
98935,753875,176,"Crestview, FL",msa,Florida,2023-02-28,402667.0,Crestview,Florida,30.7477,-86.5785
98936,394851,177,"Merced, CA",msa,California,2023-02-28,378000.0,Merced,California,37.3057,-120.4779
98937,395197,178,"Waco, TX",msa,Texas,2023-02-28,248133.0,Waco,Texas,31.5599,-97.1882
98938,394447,179,"Cedar Rapids, IA",msa,Iowa,2023-02-28,177583.0,Cedar Rapids,Iowa,41.9662,-91.6783
98939,394348,180,"Atlantic City, NJ",msa,New Jersey,2023-02-28,246150.0,Atlantic City,New Jersey,39.3797,-74.4527
98940,394412,181,"Bremerton, WA",msa,Washington,2023-02-28,469317.0,Bremerton,Washington,47.5436,-122.7121
98941,395103,182,"Sioux Falls, SD",msa,South Dakota,2023-02-28,276333.0,Sioux Falls,South Dakota,43.5396,-96.7311
98942,395065,183,"Santa Cruz, CA",msa,California,2023-02-28,1003333.0,Santa Cruz,California,36.9789,-122.0346
98943,394572,184,"Erie, PA",msa,Pennsylvania,2023-02-28,152317.0,Erie,Pennsylvania,42.1167,-80.0733
98944,394924,185,"Norwich, CT",msa,Connecticut,2023-02-28,293000.0,Norwich,Connecticut,41.5495,-72.0882
98945,394323,186,"Amarillo, TX",msa,Texas,2023-02-28,215667.0,Amarillo,Texas,35.1984,-101.8316
98946,394772,187,"Laredo, TX",msa,Texas,2023-02-28,223167.0,Laredo,Texas,27.5625,-99.4874
98947,395171,188,"Tuscaloosa, AL",msa,Alabama,2023-02-28,213667.0,Tuscaloosa,Alabama,33.2348,-87.5268
98948,394483,189,"College Station, TX",msa,Texas,2023-02-28,285530.0,College Station,Texas,30.5852,-96.2959
98949,394732,190,"Kalamazoo, MI",msa,Michigan,2023-02-28,194250.0,Kalamazoo,Michigan,42.2749,-85.5882
98950,394811,191,"Lynchburg, VA",msa,Virginia,2023-02-28,230217.0,Lynchburg,Virginia,37.4003,-79.1909
98951,394455,192,"Charleston, WV",msa,West Virginia,2023-02-28,134167.0,Charleston,West Virginia,38.3484,-81.6322
98952,395240,193,"Yakima, WA",msa,Washington,2023-02-28,316000.0,Yakima,Washington,46.5923,-120.5496
98953,394585,194,"Fargo, ND",msa,North Dakota,2023-02-28,254650.0,Fargo,North Dakota,46.8651,-96.8292
98954,394387,195,"Binghamton, NY",msa,New York,2023-02-28,149433.0,Binghamton,New York,42.1014,-75.9093
98955,394609,196,"Fort Smith, AR",msa,Arkansas,2023-02-28,166667.0,Fort Smith,Arkansas,35.3495,-94.3695
98956,394334,197,"Appleton, WI",msa,Wisconsin,2023-02-28,246442.0,Appleton,Wisconsin,44.278,-88.3892
98957,845160,198,"Prescott Valley, AZ",msa,Arizona,2023-02-28,442500.0,Prescott Valley,Arizona,34.598,-112.3185
98958,394813,200,"Macon, GA",msa,Georgia,2023-02-28,130417.0,Macon,Georgia,32.8065,-83.6974
98959,395174,201,"Tyler, TX",msa,Texas,2023-02-28,262896.0,Tyler,Texas,32.3184,-95.3062
98961,394519,203,"Daphne, AL",msa,Alabama,2023-02-28,365833.0,Daphne,Alabama,30.6263,-87.8816
98962,394378,205,"Bellingham, WA",msa,Washington,2023-02-28,551500.0,Bellingham,Washington,48.7548,-122.469
98963,394429,206,"Burlington, VT",msa,Vermont,2023-02-28,375167.0,Burlington,Vermont,44.4876,-73.2316
98964,395030,207,"Rochester, MN",msa,Minnesota,2023-02-28,259217.0,Rochester,Minnesota,44.0154,-92.478
98965,753895,208,"Lafayette, IN",msa,Indiana,2023-02-28,201000.0,Lafayette,Indiana,40.3991,-86.8593
98966,394454,209,"Champaign, IL",msa,Illinois,2023-02-28,147333.0,Champaign,Illinois,40.1142,-88.2737
98967,394848,210,"Medford, OR",msa,Oregon,2023-02-28,403817.0,Medford,Oregon,42.3372,-122.854
98968,845164,211,"Lebanon, NH",msa,New Hampshire,2023-02-28,303150.0,Lebanon,New Hampshire,43.6353,-72.2531
98969,394459,212,"Charlottesville, VA",msa,Virginia,2023-02-28,372333.0,Charlottesville,Virginia,38.0375,-78.4855
98970,394763,213,"Lake Charles, LA",msa,Louisiana,2023-02-28,174667.0,Lake Charles,Louisiana,30.201,-93.2111
98971,394773,214,"Las Cruces, NM",msa,New Mexico,2023-02-28,261273.0,Las Cruces,New Mexico,32.3265,-106.7893
98972,394464,215,"Chico, CA",msa,California,2023-02-28,359250.0,Chico,California,39.7578,-121.8161
98973,394681,216,"Hilton Head Island, SC",msa,South Carolina,2023-02-28,446000.0,Hilton Head Island,South Carolina,32.1896,-80.7499
98974,394346,217,"Athens, GA",msa,Georgia,2023-02-28,280975.0,Athens,Georgia,33.9508,-83.3689
98975,394765,218,"Lake Havasu City, AZ",msa,Arizona,2023-02-28,303317.0,Lake Havasu City,Arizona,34.5006,-114.3113
98976,394485,219,"Columbia, MO",msa,Missouri,2023-02-28,246448.0,Columbia,Missouri,38.9472,-92.3268
98977,395114,220,"Springfield, IL",msa,Illinois,2023-02-28,127833.0,Springfield,Illinois,39.7709,-89.654
98978,394872,222,"Monroe, LA",msa,Louisiana,2023-02-28,168167.0,Monroe,Louisiana,32.5185,-92.0774
98979,394565,223,"Elkhart, IN",msa,Indiana,2023-02-28,204983.0,Elkhart,Indiana,41.6916,-85.9627
98980,394726,224,"Johnson City, TN",msa,Tennessee,2023-02-28,212100.0,Johnson City,Tennessee,36.3406,-82.3806
98981,395247,225,"Yuma, AZ",msa,Arizona,2023-02-28,256333.0,Yuma,Arizona,32.5995,-114.5491
98982,394623,226,"Gainesville, GA",msa,Georgia,2023-02-28,329133.0,Gainesville,Georgia,34.2902,-83.8294
98983,394716,227,"Jacksonville, NC",msa,North Carolina,2023-02-28,235667.0,Jacksonville,North Carolina,34.7289,-77.3941
98984,394597,228,"Florence, SC",msa,South Carolina,2023-02-28,154000.0,Florence,South Carolina,34.178,-79.7898
98985,394680,229,"Hilo, HI",msa,Hawaii,2023-02-28,518468.0,Hilo,Hawaii,19.6883,-155.0863
98986,395118,230,"St. Cloud, MN",msa,Minnesota,2023-02-28,236000.0,St. Cloud,Minnesota,45.534,-94.1718
98987,395011,231,"Racine, WI",msa,Wisconsin,2023-02-28,186167.0,Racine,Wisconsin,42.7274,-87.8135
98988,394380,232,"Bend, OR",msa,Oregon,2023-02-28,558500.0,Bend,Oregon,44.0563,-121.3095
98989,395047,233,"Saginaw, MI",msa,Michigan,2023-02-28,141733.0,Saginaw,Michigan,43.4199,-83.9501
98990,395202,234,"Warner Robins, GA",msa,Georgia,2023-02-28,199167.0,Warner Robins,Georgia,32.5961,-83.6527
98991,395151,235,"Terre Haute, IN",msa,Indiana,2023-02-28,140354.0,Terre Haute,Indiana,39.466,-87.3751
98992,395162,236,"Torrington, CT",msa,Connecticut,2023-02-28,271400.0,Torrington,Connecticut,41.8349,-73.1282
98993,395009,237,"Punta Gorda, FL",msa,Florida,2023-02-28,296333.0,Punta Gorda,Florida,26.8941,-82.0513
98994,394386,239,"Billings, MT",msa,Montana,2023-02-28,370323.0,Billings,Montana,45.7891,-108.5526
98995,395018,240,"Redding, CA",msa,California,2023-02-28,331667.0,Redding,California,40.5698,-122.365
98996,394748,241,"Kingston, NY",msa,New York,2023-02-28,332500.0,Kingston,New York,41.9295,-73.9968
98997,394960,242,"Panama City, FL",msa,Florida,2023-02-28,331250.0,Panama City,Florida,30.1995,-85.6003
98998,394729,243,"Joplin, MO",msa,Missouri,2023-02-28,162175.0,Joplin,Missouri,37.0757,-94.5018
98999,394539,244,"Dover, DE",msa,Delaware,2023-02-28,271933.0,Dover,Delaware,39.161,-75.5202
99000,394559,245,"El Centro, CA",msa,California,2023-02-28,307000.0,El Centro,California,32.7865,-115.5595
99001,394712,246,"Jackson, TN",msa,Tennessee,2023-02-28,175967.0,Jackson,Tennessee,35.6538,-88.8354
99002,395246,247,"Yuba City, CA",msa,California,2023-02-28,386717.0,Yuba City,California,39.1357,-121.6383
99003,394406,248,"Bowling Green, KY",msa,Kentucky,2023-02-28,230800.0,Bowling Green,Kentucky,36.9716,-86.4378
99004,395119,249,"St. George, UT",msa,Utah,2023-02-28,455925.0,St. George,Utah,37.0758,-113.5752
99005,394896,250,"Muskegon, MI",msa,Michigan,2023-02-28,172000.0,Muskegon,Michigan,43.2281,-86.2562
99006,394299,251,"Abilene, TX",msa,Texas,2023-02-28,198083.0,Abilene,Texas,32.4543,-99.7384
99007,394707,252,"Iowa City, IA",msa,Iowa,2023-02-28,244817.0,Iowa City,Iowa,41.6559,-91.5303
99008,394351,253,"Auburn, AL",msa,Alabama,2023-02-28,262125.0,Auburn,Alabama,32.6087,-85.4903
99009,394860,254,"Midland, TX",msa,Texas,2023-02-28,312500.0,Midland,Texas,32.0243,-102.1147
99010,753869,255,"Bloomington, IL",msa,Illinois,2023-02-28,168750.0,Bloomington,Illinois,40.4757,-88.9703
99011,394944,257,"Oshkosh, WI",msa,Wisconsin,2023-02-28,197767.0,Oshkosh,Wisconsin,44.0227,-88.5619
99012,394555,258,"Eau Claire, WI",msa,Wisconsin,2023-02-28,252933.0,Eau Claire,Wisconsin,44.8197,-91.4948
99013,394651,259,"Greenville, NC",msa,North Carolina,2023-02-28,191500.0,Greenville,North Carolina,35.5943,-77.376
99014,394428,260,"Burlington, NC",msa,North Carolina,2023-02-28,226667.0,Burlington,North Carolina,36.076,-79.4685
99015,395210,261,"Waterloo, IA",msa,Iowa,2023-02-28,162883.0,Waterloo,Iowa,42.4918,-92.3522
99016,394480,262,"Coeur d'Alene, ID",msa,Idaho,2023-02-28,508160.0,Coeur d'Alene,Idaho,47.704,-116.7936
99017,394553,263,"East Stroudsburg, PA",msa,Pennsylvania,2023-02-28,264833.0,East Stroudsburg,Pennsylvania,41.0023,-75.1779
99018,395007,264,"Pueblo, CO",msa,Colorado,2023-02-28,256783.0,Pueblo,Colorado,38.2701,-104.6114
99019,394392,265,"Blacksburg, VA",msa,Virginia,2023-02-28,235625.0,Blacksburg,Virginia,37.23,-80.4279
99020,395215,266,"Wausau, WI",msa,Wisconsin,2023-02-28,180417.0,Wausau,Wisconsin,44.962,-89.6459
99021,394731,267,"Kahului, HI",msa,Hawaii,2023-02-28,919333.0,Kahului,Hawaii,20.8715,-156.4603
99022,394720,268,"Janesville, WI",msa,Wisconsin,2023-02-28,209017.0,Janesville,Wisconsin,42.6854,-89.0135
99023,394393,270,"Bloomington, IN",msa,Indiana,2023-02-28,241133.0,Bloomington,Indiana,39.1637,-86.5257
99024,394930,271,"Odessa, TX",msa,Texas,2023-02-28,198292.0,Odessa,Texas,31.8801,-102.3448
99025,394710,272,"Jackson, MI",msa,Michigan,2023-02-28,157317.0,Jackson,Michigan,42.2431,-84.4038
99026,395125,273,"State College, PA",msa,Pennsylvania,2023-02-28,300667.0,State College,Pennsylvania,40.7909,-77.8567
99027,395079,274,"Sebastian, FL",msa,Florida,2023-02-28,337380.0,Sebastian,Florida,27.7822,-80.4819
99028,394814,275,"Madera, CA",msa,California,2023-02-28,391667.0,Madera,California,36.963,-120.0778
99029,394523,276,"Decatur, AL",msa,Alabama,2023-02-28,175967.0,Decatur,Alabama,34.5731,-86.9905
99030,394453,277,"Chambersburg, PA",msa,Pennsylvania,2023-02-28,234667.0,Chambersburg,Pennsylvania,39.9315,-77.6556
99031,395193,278,"Vineland, NJ",msa,New Jersey,2023-02-28,191000.0,Vineland,New Jersey,39.4653,-74.9981
99032,394703,279,"Idaho Falls, ID",msa,Idaho,2023-02-28,346067.0,Idaho Falls,Idaho,43.4871,-112.0362
99033,394639,280,"Grand Junction, CO",msa,Colorado,2023-02-28,352067.0,Grand Junction,Colorado,39.0877,-108.5673
99034,394563,281,"Elizabethtown, KY",msa,Kentucky,2023-02-28,207604.0,Elizabethtown,Kentucky,37.7031,-85.8773
99035,394917,282,"Niles, MI",msa,Michigan,2023-02-28,207333.0,Niles,Michigan,41.8346,-86.2473
99036,394873,283,"Monroe, MI",msa,Michigan,2023-02-28,191500.0,Monroe,Michigan,41.9155,-83.3849
99037,395066,284,"Santa Fe, NM",msa,New Mexico,2023-02-28,531333.0,Santa Fe,New Mexico,35.6619,-105.9819
