,RegionID,SizeRank,Region Name,Region Type,State Name,Date Recorded,Monthly Rent,city,state_name,lat,lng
28263,395031,52,"Rochester, NY",msa,New York,2023-01-31,1384.5118931311251,Rochester,New York,43.168,-77.6162
28264,394640,53,"Grand Rapids, MI",msa,Michigan,2023-01-31,1469.210916756345,Grand Rapids,Michigan,42.9619,-85.6562
28265,395167,54,"Tucson, AZ",msa,Arizona,2023-01-31,1454.7191430095324,Tucson,Arizona,32.1541,-110.8787
28267,395169,56,"Tulsa, OK",msa,Oklahoma,2023-01-31,1279.7069157683727,Tulsa,Oklahoma,36.1283,-95.9042
28268,394619,57,"Fresno, CA",msa,California,2023-01-31,1841.154214372556,Fresno,California,36.783,-119.7939
28269,395238,58,"Worcester, MA",msa,Massachusetts,2023-01-31,1822.3849194245304,Worcester,Massachusetts,42.2705,-71.8079
28270,394938,59,"Omaha, NE",msa,Nebraska,2023-01-31,1251.0486638877876,Omaha,Nebraska,41.2627,-96.0529
28271,394415,60,"Bridgeport, CT",msa,Connecticut,2023-01-31,2499.2400689367432,Bridgeport,Connecticut,41.1918,-73.1954
28272,394653,61,"Greenville, SC",msa,South Carolina,2023-01-31,1477.7129195637422,Greenville,South Carolina,34.8354,-82.3646
28273,394312,62,"Albuquerque, NM",msa,New Mexico,2023-01-31,1426.4708219252193,Albuquerque,New Mexico,35.1054,-106.6465
28274,394357,63,"Bakersfield, CA",msa,California,2023-01-31,1622.206512302602,Bakersfield,California,35.3529,-119.0359
28275,394308,64,"Albany, NY",msa,New York,2023-01-31,1442.1325245330208,Albany,New York,42.6664,-73.7987
28276,394753,65,"Knoxville, TN",msa,Tennessee,2023-01-31,1676.4627239430283,Knoxville,Tennessee,35.9692,-83.9496
28277,394367,66,"Baton Rouge, LA",msa,Louisiana,2023-01-31,1290.027458866399,Baton Rouge,Louisiana,30.442,-91.1311
28278,394843,67,"McAllen, TX",msa,Texas,2023-01-31,1108.673687880353,McAllen,Texas,26.2252,-98.2467
28279,394908,68,"New Haven, CT",msa,Connecticut,2023-01-31,1850.9876310884308,New Haven,Connecticut,41.3113,-72.9246
28280,394561,69,"El Paso, TX",msa,Texas,2023-01-31,1434.8252930920096,El Paso,Texas,31.8476,-106.43
28281,394318,70,"Allentown, PA",msa,Pennsylvania,2023-01-31,1597.9461942744724,Allentown,Pennsylvania,40.5961,-75.4756
28282,394952,71,"Oxnard, CA",msa,California,2023-01-31,2826.6159725428515,Oxnard,California,34.1964,-119.1815
28283,394486,72,"Columbia, SC",msa,South Carolina,2023-01-31,1390.823882658137,Columbia,South Carolina,34.0378,-80.9036
28284,753906,73,"North Port, FL",msa,Florida,2023-01-31,2396.6748002345894,North Port,Florida,27.0576,-82.1977
28285,845158,74,"Dayton, OH",msa,Ohio,2023-01-31,1172.281868031247,Dayton,Ohio,39.7805,-84.2003
28286,394457,75,"Charleston, SC",msa,South Carolina,2023-01-31,1900.2953571173448,Charleston,South Carolina,32.8168,-79.9687
28287,394648,76,"Greensboro, NC",msa,North Carolina,2023-01-31,1403.5704281763644,Greensboro,North Carolina,36.0956,-79.8271
28288,395134,77,"Stockton, CA",msa,California,2023-01-31,2197.069926711052,Stockton,California,37.9765,-121.3109
28289,394440,78,"Cape Coral, FL",msa,Florida,2023-01-31,2219.553721489325,Cape Coral,Florida,26.6443,-81.9957
28291,394484,80,"Colorado Springs, CO",msa,Colorado,2023-01-31,1775.4195541022464,Colorado Springs,Colorado,38.8674,-104.7605
28292,394798,81,"Little Rock, AR",msa,Arkansas,2023-01-31,1155.377164597848,Little Rock,Arkansas,34.7256,-92.3577
28293,394766,82,"Lakeland, FL",msa,Florida,2023-01-31,1847.8445577779423,Lakeland,Florida,28.0557,-81.9545
28294,394304,83,"Akron, OH",msa,Ohio,2023-01-31,1096.6135326816827,Akron,Ohio,41.0798,-81.5219
28295,394531,84,"Des Moines, IA",msa,Iowa,2023-01-31,1193.8476289969817,Des Moines,Iowa,41.5725,-93.6105
28296,395115,85,"Springfield, MA",msa,Massachusetts,2023-01-31,1710.3359248921863,Springfield,Massachusetts,42.1155,-72.5395
28297,845159,86,"Poughkeepsie, NY",msa,New York,2023-01-31,1915.2956629967,Poughkeepsie,New York,41.695,-73.9211
28298,394931,87,"Ogden, UT",msa,Utah,2023-01-31,1600.0962722506547,Ogden,Utah,41.2279,-111.9682
28299,394816,88,"Madison, WI",msa,Wisconsin,2023-01-31,1463.6320574347242,Madison,Wisconsin,43.0822,-89.393
28301,394528,90,"Deltona, FL",msa,Florida,2023-01-31,1846.7648366590795,Deltona,Florida,28.905,-81.2137
28302,395143,91,"Syracuse, NY",msa,New York,2023-01-31,1335.228095365164,Syracuse,New York,43.0407,-76.1437
28303,395006,92,"Provo, UT",msa,Utah,2023-01-31,1741.7077658252174,Provo,Utah,40.2457,-111.6457
28304,395160,93,"Toledo, OH",msa,Ohio,2023-01-31,1127.5225979483373,Toledo,Ohio,41.6638,-83.5827
28305,395224,94,"Wichita, KS",msa,Kansas,2023-01-31,1010.4368226921912,Wichita,Kansas,37.6895,-97.3443
28306,394549,95,"Durham, NC",msa,North Carolina,2023-01-31,1652.2998851770556,Durham,North Carolina,35.9792,-78.9022
28307,394352,96,"Augusta, GA",msa,Georgia,2023-01-31,1304.9426233046988,Augusta,Georgia,33.3645,-82.0708
28308,394957,97,"Palm Bay, FL",msa,Florida,2023-01-31,1975.96369752282,Palm Bay,Florida,27.9631,-80.6593
28309,394711,98,"Jackson, MS",msa,Mississippi,2023-01-31,1235.4919004443595,Jackson,Mississippi,32.3157,-90.2125
28310,394666,99,"Harrisburg, PA",msa,Pennsylvania,2023-01-31,1257.377506487276,Harrisburg,Pennsylvania,40.2752,-76.8843
28311,395113,100,"Spokane, WA",msa,Washington,2023-01-31,1460.7294112898703,Spokane,Washington,47.6671,-117.433
28312,395075,101,"Scranton, PA",msa,Pennsylvania,2023-01-31,1162.4789371411996,Scranton,Pennsylvania,41.4044,-75.6649
28313,394460,102,"Chattanooga, TN",msa,Tennessee,2023-01-31,1431.494375939984,Chattanooga,Tennessee,35.066,-85.2481
28314,394871,103,"Modesto, CA",msa,California,2023-01-31,1764.302398181519,Modesto,California,37.6375,-121.0028
28315,394768,104,"Lancaster, PA",msa,Pennsylvania,2023-01-31,1312.05939823198,Lancaster,Pennsylvania,40.042,-76.3012
28316,394997,105,"Portland, ME",msa,Maine,2023-01-31,1983.2952132787857,Portland,Maine,43.6773,-70.2715
28317,395245,106,"Youngstown, OH",msa,Ohio,2023-01-31,895.419918466463,Youngstown,Ohio,41.0993,-80.6463
28318,394770,107,"Lansing, MI",msa,Michigan,2023-01-31,1170.6989538169928,Lansing,Michigan,42.7142,-84.5601
28319,394590,108,"Fayetteville, AR",msa,Arkansas,2023-01-31,1474.6141712229817,Fayetteville,Arkansas,36.0714,-94.1661
28320,394589,109,"Fayetteville, NC",msa,North Carolina,2023-01-31,1321.1206914988954,Fayetteville,North Carolina,35.085,-78.9772
28321,394792,110,"Lexington, KY",msa,Kentucky,2023-01-31,1294.0335194532538,Lexington,Kentucky,38.0423,-84.4587
28322,394971,111,"Pensacola, FL",msa,Florida,2023-01-31,1696.0693680802706,Pensacola,Florida,30.4413,-87.1911
28323,395068,112,"Santa Rosa, CA",msa,California,2023-01-31,2487.514266032783,Santa Rosa,California,38.4458,-122.7067
28324,395019,113,"Reno, NV",msa,Nevada,2023-01-31,1817.865072512952,Reno,Nevada,39.5497,-119.8483
28325,394698,114,"Huntsville, AL",msa,Alabama,2023-01-31,1423.038721069825,Huntsville,Alabama,34.6981,-86.6412
28326,394995,115,"Port St. Lucie, FL",msa,Florida,2023-01-31,2317.546991862377,Port St. Lucie,Florida,27.2796,-80.3884
28327,394761,116,"Lafayette, LA",msa,Louisiana,2023-01-31,1186.124470435977,Lafayette,Louisiana,30.2082,-92.0325
28328,394898,117,"Myrtle Beach, SC",msa,South Carolina,2023-01-31,1727.2016498864723,Myrtle Beach,South Carolina,33.7094,-78.8844
28329,395116,118,"Springfield, MO",msa,Missouri,2023-01-31,1154.1341858207622,Springfield,Missouri,37.1943,-93.2916
28330,395195,119,"Visalia, CA",msa,California,2023-01-31,1653.0532874553244,Visalia,California,36.3276,-119.3269
28331,394746,120,"Killeen, TX",msa,Texas,2023-01-31,1291.8334369733527,Killeen,Texas,31.0753,-97.7297
28332,394338,121,"Asheville, NC",msa,North Carolina,2023-01-31,1785.2002810490726,Asheville,North Carolina,35.5707,-82.5537
28333,395244,122,"York, PA",msa,Pennsylvania,2023-01-31,1173.8439313644917,York,Pennsylvania,39.9651,-76.7315
28334,395183,123,"Vallejo, CA",msa,California,2023-01-31,2323.0978699203124,Vallejo,California,38.1125,-122.2342
28335,753917,124,"Santa Maria, CA",msa,California,2023-01-31,3403.236523908788,Santa Maria,California,34.9333,-120.4431
28336,395050,125,"Salinas, CA",msa,California,2023-01-31,2503.685053908497,Salinas,California,36.6883,-121.6317
28337,395048,126,"Salem, OR",msa,Oregon,2023-01-31,1597.964577407847,Salem,Oregon,44.9233,-123.0244
28338,394870,127,"Mobile, AL",msa,Alabama,2023-01-31,1172.6530558481045,Mobile,Alabama,30.6782,-88.1162
28339,395015,128,"Reading, PA",msa,Pennsylvania,2023-01-31,1176.2289478669463,Reading,Pennsylvania,40.34,-75.9267
28340,394502,129,"Corpus Christi, TX",msa,Texas,2023-01-31,1375.3019561801989,Corpus Christi,Texas,27.7254,-97.3767
28341,394421,130,"Brownsville, TX",msa,Texas,2023-01-31,1271.1538666524948,Brownsville,Texas,25.9975,-97.458
28342,394820,131,"Manchester, NH",msa,New Hampshire,2023-01-31,1895.7329195584864,Manchester,New Hampshire,42.9848,-71.4447
28343,394612,132,"Fort Wayne, IN",msa,Indiana,2023-01-31,1077.5367263760902,Fort Wayne,Indiana,41.0888,-85.1436
28344,394658,133,"Gulfport, MS",msa,Mississippi,2023-01-31,1314.4276366757051,Gulfport,Mississippi,30.4274,-89.0704
28346,394596,135,"Flint, MI",msa,Michigan,2023-01-31,896.2621698817167,Flint,Michigan,43.0236,-83.6921
28347,394972,136,"Peoria, IL",msa,Illinois,2023-01-31,973.0340416818289,Peoria,Illinois,40.752,-89.6154
28348,394439,137,"Canton, OH",msa,Ohio,2023-01-31,948.8312212453236,Canton,Ohio,40.8078,-81.3676
28349,395070,138,"Savannah, GA",msa,Georgia,2023-01-31,1731.2715452123286,Savannah,Georgia,32.0286,-81.1821
28350,394327,139,"Anchorage, AK",msa,Alaska,2023-01-31,1510.3895706870433,Anchorage,Alaska,61.1508,-149.1091
28351,394372,140,"Beaumont, TX",msa,Texas,2023-01-31,1134.9511502407497,Beaumont,Texas,30.0849,-94.1451
28352,395096,141,"Shreveport, LA",msa,Louisiana,2023-01-31,1159.9119935243414,Shreveport,Louisiana,32.4653,-93.7955
28353,395164,142,"Trenton, NJ",msa,New Jersey,2023-01-31,2199.9695724788435,Trenton,New Jersey,40.2237,-74.7641
28354,394875,143,"Montgomery, AL",msa,Alabama,2023-01-31,1208.3384395873904,Montgomery,Alabama,32.3482,-86.2668
28356,395146,145,"Tallahassee, FL",msa,Florida,2023-01-31,1394.4070044225805,Tallahassee,Florida,30.4551,-84.2527
28357,394576,146,"Eugene, OR",msa,Oregon,2023-01-31,1758.765905996711,Eugene,Oregon,44.0564,-123.1174
28358,394901,147,"Naples, FL",msa,Florida,2023-01-31,2954.767875936908,Naples,Florida,26.1504,-81.7936
28359,394332,148,"Ann Arbor, MI",msa,Michigan,2023-01-31,1669.8383513076285,Ann Arbor,Michigan,42.2759,-83.731
28360,394927,149,"Ocala, FL",msa,Florida,2023-01-31,1545.7917134627337,Ocala,Florida,29.178,-82.1511
28361,394679,150,"Hickory, NC",msa,North Carolina,2023-01-31,1423.7905218708513,Hickory,North Carolina,35.741,-81.3223
28363,394602,152,"Fort Collins, CO",msa,Colorado,2023-01-31,1748.568628274259,Fort Collins,Colorado,40.5477,-105.0656
28364,395033,153,"Rockford, IL",msa,Illinois,2023-01-31,1049.9036716511653,Rockford,Illinois,42.2596,-89.064
28365,394796,154,"Lincoln, NE",msa,Nebraska,2023-01-31,1169.0924232312582,Lincoln,Nebraska,40.8099,-96.6784
28366,394622,155,"Gainesville, FL",msa,Florida,2023-01-31,1552.8603635271008,Gainesville,Florida,29.6804,-82.3459
28367,394405,156,"Boulder, CO",msa,Colorado,2023-01-31,2152.76777464408,Boulder,Colorado,40.0248,-105.2524
28368,394646,157,"Green Bay, WI",msa,Wisconsin,2023-01-31,915.8297310621708,Green Bay,Wisconsin,44.5148,-87.9895
28369,394488,158,"Columbus, GA",msa,Georgia,2023-01-31,1120.7148162403096,Columbus,Georgia,32.51,-84.8771
28370,395107,159,"South Bend, IN",msa,Indiana,2023-01-31,1220.5006059335465,South Bend,Indiana,41.6767,-86.2696
28371,395109,160,"Spartanburg, SC",msa,South Carolina,2023-01-31,1315.909538328413,Spartanburg,South Carolina,34.9442,-81.9251
28372,394645,161,"Greeley, CO",msa,Colorado,2023-01-31,1661.9974637452224,Greeley,Colorado,40.4152,-104.7706
28373,394808,162,"Lubbock, TX",msa,Texas,2023-01-31,1323.9799212636503,Lubbock,Texas,33.5657,-101.8879
28374,394471,163,"Clarksville, TN",msa,Tennessee,2023-01-31,1291.582520124611,Clarksville,Tennessee,36.5692,-87.3413
28375,395028,164,"Roanoke, VA",msa,Virginia,2023-01-31,1201.205662043107,Roanoke,Virginia,37.2785,-79.9581
28376,394579,165,"Evansville, IN",msa,Indiana,2023-01-31,797.539240123937,Evansville,Indiana,37.9881,-87.5341
28377,394747,167,"Kingsport, TN",msa,Tennessee,2023-01-31,1163.6983950496706,Kingsport,Tennessee,36.5224,-82.5454
28378,394741,168,"Kennewick, WA",msa,Washington,2023-01-31,1499.012281083293,Kennewick,Washington,46.1978,-119.1732
28379,395179,169,"Utica, NY",msa,New York,2023-01-31,1292.3022339656395,Utica,New York,43.0962,-75.2261
28380,394660,170,"Hagerstown, MD",msa,Maryland,2023-01-31,1380.0077697102613,Hagerstown,Maryland,39.6401,-77.7217
28381,394543,171,"Duluth, MN",msa,Minnesota,2023-01-31,1459.3905961038863,Duluth,Minnesota,46.7756,-92.1393
28382,394937,172,"Olympia, WA",msa,Washington,2023-01-31,1930.559479071092,Olympia,Washington,47.0417,-122.8959
28383,394803,173,"Longview, TX",msa,Texas,2023-01-31,1118.4867351235207,Longview,Texas,32.5193,-94.7622
28384,395229,174,"Wilmington, NC",msa,North Carolina,2023-01-31,1700.453113191489,Wilmington,North Carolina,34.2099,-77.8866
28385,395061,175,"San Luis Obispo, CA",msa,California,2023-01-31,2769.49051141007,San Luis Obispo,California,35.2669,-120.669
28386,753875,176,"Crestview, FL",msa,Florida,2023-01-31,1873.3067548608688,Crestview,Florida,30.7477,-86.5785
28387,394851,177,"Merced, CA",msa,California,2023-01-31,1860.803932280049,Merced,California,37.3057,-120.4779
28388,395197,178,"Waco, TX",msa,Texas,2023-01-31,1409.7380400886418,Waco,Texas,31.5599,-97.1882
28389,394447,179,"Cedar Rapids, IA",msa,Iowa,2023-01-31,960.1853654502072,Cedar Rapids,Iowa,41.9662,-91.6783
28390,394348,180,"Atlantic City, NJ",msa,New Jersey,2023-01-31,1874.2131071467068,Atlantic City,New Jersey,39.3797,-74.4527
28391,394412,181,"Bremerton, WA",msa,Washington,2023-01-31,1830.014409558035,Bremerton,Washington,47.5436,-122.7121
28392,395103,182,"Sioux Falls, SD",msa,South Dakota,2023-01-31,1121.5777271640814,Sioux Falls,South Dakota,43.5396,-96.7311
28393,395065,183,"Santa Cruz, CA",msa,California,2023-01-31,3320.2641062782136,Santa Cruz,California,36.9789,-122.0346
28394,394572,184,"Erie, PA",msa,Pennsylvania,2023-01-31,910.6893661359978,Erie,Pennsylvania,42.1167,-80.0733
28395,394924,185,"Norwich, CT",msa,Connecticut,2023-01-31,1520.682975998415,Norwich,Connecticut,41.5495,-72.0882
28396,394323,186,"Amarillo, TX",msa,Texas,2023-01-31,1255.1538637258143,Amarillo,Texas,35.1984,-101.8316
28397,394772,187,"Laredo, TX",msa,Texas,2023-01-31,1051.5147707483873,Laredo,Texas,27.5625,-99.4874
28398,395171,188,"Tuscaloosa, AL",msa,Alabama,2023-01-31,1462.4025193548523,Tuscaloosa,Alabama,33.2348,-87.5268
28399,394483,189,"College Station, TX",msa,Texas,2023-01-31,1556.8535214457588,College Station,Texas,30.5852,-96.2959
28400,394732,190,"Kalamazoo, MI",msa,Michigan,2023-01-31,1198.0810929557915,Kalamazoo,Michigan,42.2749,-85.5882
28401,394811,191,"Lynchburg, VA",msa,Virginia,2023-01-31,1169.9397410056415,Lynchburg,Virginia,37.4003,-79.1909
28402,394455,192,"Charleston, WV",msa,West Virginia,2023-01-31,863.6288437878682,Charleston,West Virginia,38.3484,-81.6322
28403,395240,193,"Yakima, WA",msa,Washington,2023-01-31,1310.5917423024057,Yakima,Washington,46.5923,-120.5496
28404,394585,194,"Fargo, ND",msa,North Dakota,2023-01-31,1039.045447235629,Fargo,North Dakota,46.8651,-96.8292
28405,394387,195,"Binghamton, NY",msa,New York,2023-01-31,1115.534059682029,Binghamton,New York,42.1014,-75.9093
28406,394609,196,"Fort Smith, AR",msa,Arkansas,2023-01-31,913.170122196882,Fort Smith,Arkansas,35.3495,-94.3695
28407,394334,197,"Appleton, WI",msa,Wisconsin,2023-01-31,1143.8635737853378,Appleton,Wisconsin,44.278,-88.3892
28408,845160,198,"Prescott Valley, AZ",msa,Arizona,2023-01-31,1849.743081368947,Prescott Valley,Arizona,34.598,-112.3185
28409,395161,199,"Topeka, KS",msa,Kansas,2023-01-31,986.0930256565498,Topeka,Kansas,39.0346,-95.6955
28410,394813,200,"Macon, GA",msa,Georgia,2023-01-31,1110.8828100190062,Macon,Georgia,32.8065,-83.6974
28411,395174,201,"Tyler, TX",msa,Texas,2023-01-31,1418.7450279394304,Tyler,Texas,32.3184,-95.3062
28413,394519,203,"Daphne, AL",msa,Alabama,2023-01-31,1651.332349938538,Daphne,Alabama,30.6263,-87.8816
28414,394378,205,"Bellingham, WA",msa,Washington,2023-01-31,1757.4102856522393,Bellingham,Washington,48.7548,-122.469
28415,394429,206,"Burlington, VT",msa,Vermont,2023-01-31,1957.659418552588,Burlington,Vermont,44.4876,-73.2316
28416,395030,207,"Rochester, MN",msa,Minnesota,2023-01-31,1474.531334793225,Rochester,Minnesota,44.0154,-92.478
28417,753895,208,"Lafayette, IN",msa,Indiana,2023-01-31,1194.873377428782,Lafayette,Indiana,40.3991,-86.8593
28418,394454,209,"Champaign, IL",msa,Illinois,2023-01-31,1068.1165400872478,Champaign,Illinois,40.1142,-88.2737
28419,394848,210,"Medford, OR",msa,Oregon,2023-01-31,1711.1371221749082,Medford,Oregon,42.3372,-122.854
28420,845164,211,"Lebanon, NH",msa,New Hampshire,2023-01-31,1675.1351996853384,Lebanon,New Hampshire,43.6353,-72.2531
28421,394459,212,"Charlottesville, VA",msa,Virginia,2023-01-31,1761.4601693581512,Charlottesville,Virginia,38.0375,-78.4855
28422,394763,213,"Lake Charles, LA",msa,Louisiana,2023-01-31,1020.2009120635588,Lake Charles,Louisiana,30.201,-93.2111
28423,394773,214,"Las Cruces, NM",msa,New Mexico,2023-01-31,1219.846663512036,Las Cruces,New Mexico,32.3265,-106.7893
28424,394464,215,"Chico, CA",msa,California,2023-01-31,1583.9571639707538,Chico,California,39.7578,-121.8161
28425,394681,216,"Hilton Head Island, SC",msa,South Carolina,2023-01-31,1904.7350452473663,Hilton Head Island,South Carolina,32.1896,-80.7499
28426,394346,217,"Athens, GA",msa,Georgia,2023-01-31,1640.0366139575808,Athens,Georgia,33.9508,-83.3689
28427,394765,218,"Lake Havasu City, AZ",msa,Arizona,2023-01-31,1539.417506254376,Lake Havasu City,Arizona,34.5006,-114.3113
28428,394485,219,"Columbia, MO",msa,Missouri,2023-01-31,1010.7435560734864,Columbia,Missouri,38.9472,-92.3268
28429,395114,220,"Springfield, IL",msa,Illinois,2023-01-31,966.0704794429726,Springfield,Illinois,39.7709,-89.654
28430,394691,221,"Houma, LA",msa,Louisiana,2023-01-31,1239.6267322499032,Houma,Louisiana,29.58,-90.7059
28431,394872,222,"Monroe, LA",msa,Louisiana,2023-01-31,910.0104355083624,Monroe,Louisiana,32.5185,-92.0774
28432,394565,223,"Elkhart, IN",msa,Indiana,2023-01-31,1026.1136100147817,Elkhart,Indiana,41.6916,-85.9627
28433,394726,224,"Johnson City, TN",msa,Tennessee,2023-01-31,1220.1946025125928,Johnson City,Tennessee,36.3406,-82.3806
28434,395247,225,"Yuma, AZ",msa,Arizona,2023-01-31,1370.052572643683,Yuma,Arizona,32.5995,-114.5491
28435,394623,226,"Gainesville, GA",msa,Georgia,2023-01-31,1646.021908797065,Gainesville,Georgia,34.2902,-83.8294
28436,394716,227,"Jacksonville, NC",msa,North Carolina,2023-01-31,1285.433133481971,Jacksonville,North Carolina,34.7289,-77.3941
28437,394597,228,"Florence, SC",msa,South Carolina,2023-01-31,1297.0349475480175,Florence,South Carolina,34.178,-79.7898
28438,394680,229,"Hilo, HI",msa,Hawaii,2023-01-31,2338.85234311616,Hilo,Hawaii,19.6883,-155.0863
28439,395118,230,"St. Cloud, MN",msa,Minnesota,2023-01-31,1275.1045160452734,St. Cloud,Minnesota,45.534,-94.1718
28440,395011,231,"Racine, WI",msa,Wisconsin,2023-01-31,1185.3908332346848,Racine,Wisconsin,42.7274,-87.8135
